Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6VcbHHFoOp3mflAcdevzyw,56Po1ul6iQbnVdKFoErt0b,In The Air Tonight,In The Air Tonight,Pim Umenzi,28-04-2022,190928,21,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.8,0.577,11,-7.634,0,0.0651,0.148,0.0226,0.354,0.257,126.027,4
7pUxj351CkfOw7R95qo4SE,1KvbvotHOObSHbomrF8JVZ,Complicated,Complicated,Beutos,26-05-2022,112741,16,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.759,0.811,0,-6.306,0,0.251,0.0679,0,0.133,0.616,124.051,4
6Nt48LOTZ3dWMiZs6kYESs,53ZTq0HA8Ay02PiMs4e4Sq,ADMV,ADMV,Faruk Orman,10-06-2022,124949,7,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,covertronica,0.809,0.753,6,-7.123,0,0.1,0.45,0,0.168,0.527,109.968,4
7lk2MlQbspkJtyx0oREeNo,"3tLvKk2N4IGhT3aZceW2Hy,0wNQ7AjdPL8uDAiSKVLXAS,6EdfpkgBzauysFts2D0LSO",Stereotype Of A Broken Mind,Stereotype Of A Broken Mind,"Hard Lights,ECHŌWALL,Jaimes",10-06-2022,141651,30,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.684,0.747,2,-4.618,0,0.0628,0.0793,0.000011,0.0443,0.451,96.957,4
237215cXhd2vLZGrMvROzA,"19Z5wVls0LK0PDeDw0KVe0,1W0jgt0r6ladSy83zw9Ik4",Can't Hide,Can't Hide,"JBT,Joe Bills",05-04-2022,159130,7,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.657,0.913,0,-3.233,1,0.233,0.132,0,0.158,0.337,114.976,4
18asYwWugKjjsihZ0YvRxO,"2o5jDhtHVPhrJdv3cEQ99Z,4npEfmQ6YuiwW1GpUmaq3F",The Motto,The Motto,"Tiësto,Ava Max",04-11-2021,164818,82,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,"big room,brostep,dance pop,dutch edm,edm,house,pop dance,slap house,trance,pop",0.754,0.763,7,-4.627,0,0.0435,0.0301,0.0000223,0.0901,0.464,117.953,4
1RF02Cf80mTaeNXG2P2boR,"2gduEC76ry33RVurAvT05p,7nDsS0l5ZAzMedVRKPP8F1",21 Reasons (feat. Ella Henderson),21 Reasons (feat. Ella Henderson),"Nathan Dawe,Ella Henderson",29-04-2022,155253,78,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,"dance pop,house,pop dance,tropical house,uk dance,neo mellow,pop,talent show,uk pop",0.621,0.785,6,-4.499,1,0.11,0.0165,0.00000592,0.0512,0.779,123.96,4
3YtKnwCJJvvdVrlPGJkgnd,5KhIhOD5xJP1dIzm8dpKvy,Everytime We Touch,Everytime We Touch,MrRevillz,29-04-2022,124687,24,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.706,0.819,8,-5.685,1,0.0412,0.0105,0.000122,0.0895,0.409,128.045,4
5BlHZXZlzszk9guvT6YcJq,"6b6w8DXrLFEPxnG4kTqUnT,3GT47qKD0FuugTZtE9pdVe",Somebody to Hold,Somebody to Hold,"Tokyo Project,Kleak & Veebu",05-07-2019,164571,14,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.477,0.593,5,-5.887,0,0.174,0.148,0.0000421,0.268,0.245,121.046,4
4uUG5RXrOk84mYEfFvj3cK,"1Cs0zKBU1kc0i8ypK3B9ai,64M6ah0SkkRsnPGtGiRAbb",I'm Good (Blue),I'm Good (Blue),"David Guetta,Bebe Rexha",26-08-2022,175238,93,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"big room,dance pop,edm,pop,pop dance,post-teen pop",0.561,0.965,7,-3.673,0,0.0343,0.00383,0.00000707,0.371,0.304,128.04,4
39JofJHEtg8I4fSyo7Imft,"4XC335ouK6pXyq4QiIb8bP,6uJ51uV5rYzu1MJkC4CceI",B.O.T.A. (Baddest Of Them All) - Edit,B.O.T.A. (Baddest Of Them All),"Eliza Rose,Interplanetary Criminal",12-08-2022,226626,80,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"house,breaks,experimental house",0.736,0.906,0,-7.589,1,0.048,0.164,0.585,0.106,0.698,137.001,4
73vIOb4Q7YN6HeJTbscRx5,"6TLwD7HPWuiOzvXEa3oCNe,3t5xRXzsuZmMDkQzgOX35S",Miss You,Miss You,"Oliver Tree,Robin Schulz",05-08-2022,206000,88,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"alternative hip hop,dance pop,deep euro house,deep house,edm,electro house,german dance,pop,pop dance,pop rap,tropical house",0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,4
7MIhUdNJtaOnDmC5nBC1fb,"0NGAZxHanS9e0iNHpR8f2W,66TrUkUZ3RM29dqeDQRgyA,1TrfxjXu8quyDw05p2bacX,2u3rmzZC0psTER2sDfUebm",Deep Down (feat. Never Dull),Deep Down (feat. Never Dull),"Alok,Ella Eyre,Kenny Dope,Never Dull",17-06-2022,165752,79,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"electro house,pop nacional,slap house,dance pop,post-teen pop,tropical house,uk pop,soulful house,disco house,funky house",0.687,0.818,0,-4.221,1,0.0778,0.0112,0,0.248,0.886,125.952,4
40SBS57su9xLiE1WqkXOVr,0HxX6imltnNXJyQhu4nsiO,Afraid To Feel,Afraid To Feel,LF SYSTEM,02-05-2022,177524,78,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"disco house,house",0.578,0.912,1,-3.929,1,0.114,0.0166,0.00362,0.273,0.68,127.87,4
3rb0tMq42WfggucPm0HHkA,"0xRXCcSX89eobfrshSVdyu,5344K3N7rx7kw1HjO8psuq,67MNhiAICFY6Pwc2YxCO0K,56Qz2XwGj7FxnNKrfkWjnb",Bad Memories (feat. Elley Duh� & FAST BOY),Bad Memories (feat. Elley Duh� & FAST BOY),"MEDUZA,James Carter,Elley Duh�,FAST BOY",22-07-2022,148629,84,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,edm,pop,pop dance,pop house,tropical house,covertronica,pop edm,alt z",0.607,0.767,5,-6.069,0,0.0474,0.118,0,0.122,0.662,123.998,3
6yvdWGtowJa7ffgc1UR5SF,"4yvcSjfu4PC0CYQyLy4wSq,5nki7yRhxgM509M5ADlN1p",Heat Waves - Oliver Heldens Remix,Heat Waves (Expansion Pack),"Glass Animals,Oliver Heldens",05-02-2021,243536,52,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"gauze pop,indietronica,shiver pop,dance pop,edm,electro house,future house,house,pop dance,progressive electro house,progressive house,tropical house",0.714,0.787,11,-6.006,1,0.033,0.0627,0.000883,0.11,0.263,127.999,4
27ZZdyTSQWI7Cug2d2PkqV,2qAwMsiIjTzlmfAkXKvhVA,BILLIE EILISH.,BILLIE EILISH.,Armani White,19-05-2022,99282,79,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,indie hip hop,0.9,0.509,1,-6.647,1,0.257,0.115,0.00000167,0.0937,0.765,100.007,4
1E8i4Xq9tH2LVWC0b1Sptj,"7qmpXeNz2ojlMl2EEfkeLs,38PzLQE4GW8o7A18oGhi0x,6t1gpxYbY8OlLA7D2RiikQ",Sunroof - Loud Luxury Remix,Sunroof (Loud Luxury Remix),"Nicky Youre,dazy,Loud Luxury",12-08-2022,173658,68,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"pop,dance pop,edm,electro house,pop dance,tropical house",0.642,0.76,10,-4.221,1,0.0976,0.0736,0,0.301,0.482,122.898,4
3N50cZLMLohd9DcGA4LIMp,"6n1t55WMsSIUFHrAL4mUsB,4EPJlUEBy49EX1wuFOvtjK,2o5jDhtHVPhrJdv3cEQ99Z,5gGbAKDXhDoBXIJe8SuBvX,6r2opkx0McCgqlKKiTxGKx",You Got The Love (feat. Jules Buckley & The Heritage Orchestra) - Ti�sto Remix,You Got The Love (feat. Jules Buckley & The Heritage Orchestra) [Ti�sto Remix],"Pete Tong,Becky Hill,Ti�sto,Jules Buckley,The Heritage Orchestra",20-05-2022,186190,58,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"disco house,dance pop,edm,pop,pop dance,pop house,tropical house,uk dance,big room,brostep,dutch edm,house,slap house,trance",0.566,0.821,6,-3.195,1,0.103,0.0398,0,0.0842,0.257,126.097,4
4WIaDYUIlXsHi4yMF596aI,"56oDRnqbIiwx4mymNEv7dS,2WBJQGf1bT1kxuoqziH5g4",About Damn Time - Purple Disco Machine Remix,About Damn Time (Purple Disco Machine Remix),"Lizzo,Purple Disco Machine",18-05-2022,218476,64,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,escape room,minnesota hip hop,pop,trap queen,deep house,edm,house,tropical house",0.8,0.771,10,-6.638,0,0.123,0.0531,0,0.229,0.886,118.991,4
7fZBQnc0zXwVybgCIrQQil,"5rGrDvrLOV2VV8SCFVGWlj,0Upxnyh9nIUNSOmNE8WF4R",Belly Dancer,Belly Dancer,"Imanbek,BYOR",18-02-2022,151475,82,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"covertronica,dance pop,edm,electro house,pop dance,slap house,tropical house,bass house,russian edm",0.845,0.797,1,-4.984,1,0.139,0.0582,0.00000557,0.167,0.422,121.985,4
1HHnQYqcnlnE9q7LGFFGFj,"1VBflYyxBhnDc9uVib98rw,09agIJMxCD2k87ys9Al0f0",Off Of My Mind,Off Of My Mind,"Icona Pop,VIZE",09-07-2021,164739,62,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"candy pop,dance pop,edm,electropop,metropopolis,pop,pop dance,swedish electropop,swedish synthpop,tropical house,german dance,slap house",0.798,0.752,1,-5.947,1,0.227,0.128,0.0362,0.0795,0.565,125.996,4
4nrPB8O7Y7wsOCJdgXkthe,"716NhGYqD1jl2wI1Qkgq36,0EmeFodog0BfCgMzAIvKQp","Shakira: Bzrp Music Sessions, Vol. 53","Shakira: Bzrp Music Sessions, Vol. 53","Bizarrap,Shakira",11-01-2023,214945,96,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"argentine hip hop,pop venezolano,trap argentino,trap latino,urbano latino,colombian pop,dance pop,latin pop",0.778,0.632,2,-5.6,0,0.0493,0.274,0,0.0915,0.498,122.104,4
65nn7e1DOFh5MRHHQ7GWBi,"0oPeHAZ3BpdlD8EyeBLady,6BhuVLszd4KFPknoq0TIHD",No Diggity,No Diggity,"H�WK,BEYGE",07-01-2022,218880,61,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,covertronica,0.809,0.777,6,-8.677,0,0.0498,0.016,0.83,0.0721,0.436,125.034,4
5YdnOm5990Kfq1Jodws98B,"4bL2B6hmLlMWnUEZnorEtG,4e0nWw2r4BoQSKPQ2zpU13",Call It Love,Call It Love,"Felix Jaehn,Ray Dalton",16-09-2022,154560,81,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,edm,electro house,german dance,pop,pop dance,tropical house",0.616,0.841,5,-4.779,0,0.076,0.0559,0.00217,0.417,0.714,110.029,4
4qtdkdTY1t3RmlmSbWykzR,"1IueXOQyABrMOprrzwQJWN,7zoc6JsY8GWVcl2qFwiKay",Stay the Night,Stay the Night,"Sigala,Talia Mar",20-05-2022,171954,70,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,edm,electro house,house,pop,pop dance,tropical house,social media pop",0.636,0.936,7,-2.65,0,0.0729,0.177,0,0.0879,0.415,124.034,4
59zbXPD0j7JxsVVm480g3b,"6eUKZXaKkcviH0Ku9w2n3V,5R3Hr2cnCCjt220Jmt2xLf",Shivers (Dillon Francis Remix) [Main Mix],Shivers (Dillon Francis Remix),"Ed Sheeran,Dillon Francis",27-10-2021,127766,61,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"pop,uk pop,brostep,dance pop,edm,electro house,electronic trap,electropop,house,moombahton,pop dance,slap house,tropical house",0.744,0.828,2,-5.911,1,0.0289,0.0646,0.000014,0.0858,0.579,124.029,4
0vR2rIVORmgeKiGIgNT0fV,"7CajNmpbOovFoOoasH2HaY,5SHxzwjek1Pipl1Yk11UHv",By Your Side (feat. Tom Grennan),By Your Side (feat. Tom Grennan),"Calvin Harris,Tom Grennan",04-06-2021,189671,70,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,edm,electro house,house,pop,progressive house,uk dance,tropical house,uk pop",0.733,0.96,7,-3.597,1,0.0295,0.0514,0.00199,0.287,0.811,124.01,4
0LdcTH96wfpaBnhovG4sCk,"1shg38hoNaL56c6eZXIYCb,5NbLht1MNVM19gY3OIBDwK",Take it Off,Take it Off,"Stadtmos,Q'Aila",15-02-2023,208859,19,spotify:user:6n2tcrdaprmet7ferrms32vlv,17-02-2023 16:29,,0.676,0.774,0,-7.245,1,0.0303,0.0432,0.00834,0.0793,0.483,127.011,4
2USlegnFJLrVLpoVfPimKB,"5ENS85nZShljwNgg4wFD7D,0TKFPt9w0AAEnhB9bd0pLy,3iMzbvXlgNUpoFccD60bvr",Thunder,Thunder,"Gabry Ponte,LUM!X,Prezioso",07-05-2021,160000,77,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"edm,eurodance,europop,italo dance,pop dance,slap house,tropical house,melbourne bounce international",0.67,0.896,1,-4.673,1,0.058,0.0342,0.0000321,0.344,0.403,101.216,3
3rJvr6YpIZTsx32nSDJ26Q,"56oDRnqbIiwx4mymNEv7dS,6n28c9qs9hNGriNa72b26u",2 Be Loved (Am I Ready) [PNAU Remix],2 Be Loved (Am I Ready) [PNAU Remix],"Lizzo,PNAU",23-09-2022,222800,62,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,escape room,minnesota hip hop,pop,trap queen,alternative dance,aussietronica,australian dance,australian electropop,edm",0.786,0.951,4,-3.819,0,0.133,0.0475,0.00000604,0.0655,0.675,133.002,4
51ODNNDZm21HU7wI7cccRr,"6nS5roXSAGhTGr34W6n7Et,2wY79sveU1sp5g7SokKOiI",Latch,Settle (Special Edition),"Disclosure,Sam Smith",03-06-2013,255631,73,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"edm,house,pop,uk dance,uk pop",0.503,0.727,1,-5.456,1,0.167,0.0159,0.0000945,0.0895,0.521,121.985,4
4zN21mbAuaD0WqtmaTZZeP,"43BxCL6t4c73BQnIJtry5v,45ruzGUmIr8WLjLOPJ9mGU",Ferrari,Ferrari,"James Hype,Miggy Dela Rosa",01-04-2022,186661,83,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,deep groove house,house,pop dance,uk dance",0.847,0.69,1,-7.877,0,0.0493,0.0127,0.00006,0.0526,0.692,125.004,4
7HZYqEhP4K7sEaVA63LNoF,3D7Ckzl54tYrca7PQOw8K2,Alive,Alive,RASIM,09-03-2023,215433,6,spotify:user:6n2tcrdaprmet7ferrms32vlv,15-03-2023 03:50,,0.625,0.885,1,-5.347,1,0.0338,0.00156,0.892,0.079,0.451,126.984,4
0zg8u9UUlvwSvBJYEjhgDT,"6M2wZ9GZgrQXHCFfjv46we,5rGrDvrLOV2VV8SCFVGWlj",Love Again - Imanbek Remix,Love Again (Imanbek Remix),"Dua Lipa,Imanbek",01-10-2021,214000,65,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,pop,uk pop,covertronica,edm,electro house,pop dance,slap house,tropical house",0.717,0.91,6,-3.39,0,0.0554,0.00262,0.00194,0.0589,0.682,119.999,4
73QyyUMMvtNELmULI4FOsp,"1IueXOQyABrMOprrzwQJWN,5CCwRZC6euC8Odo6y9X8jr",You for Me,You for Me,"Sigala,Rita Ora",02-07-2021,175435,67,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,edm,electro house,house,pop,pop dance,tropical house,electropop,pop rap,post-teen pop,uk pop",0.733,0.886,2,-1.856,0,0.0426,0.0481,0.00000181,0.191,0.696,126.031,4
4xMbBESczlHPUO8QeYi56p,"4EPJlUEBy49EX1wuFOvtjK,0u6GtibW46tFX7koQ6uNJZ",My Heart Goes (La Di Da) (feat. Topic),My Heart Goes (La Di Da) (feat. Topic),"Becky Hill,Topic",24-08-2021,148960,70,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,edm,pop,pop dance,pop house,tropical house,uk dance,covertronica,electro house,german dance,pop edm",0.695,0.781,7,-5.578,0,0.0452,0.0185,0.0000312,0.295,0.456,124.04,4
20on25jryn53hWghthWWW3,"4pnp4w9g30yLfVIAFnZMRd,1c70yCa8sRgIiQxl3HOEFo",Do It To It,Do It To It,"ACRAZE,Cherish",20-08-2021,157890,80,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"covertronica,dance pop,edm,pop dance,tropical house,atl hip hop,girl group,hip pop,pop r&b,r&b,southern hip hop,urban contemporary",0.854,0.806,11,-8.262,0,0.0886,0.0209,0.0542,0.0703,0.637,124.927,4
0B3H6se7MYo3D7BmzfvdVN,"6DgP9otnZw5z6daOntINxp,0wOXK4GjUAFUDhd7mvKBbW",The Parade,The Parade,"Joel Corry,Da Hool",04-02-2022,158724,63,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,edm,pop,pop dance,tropical house,uk dance,bubble trance",0.793,0.886,10,-5.071,0,0.0445,0.000755,0.878,0.296,0.285,124.04,4
5AyL2kgLtTWEu3qO3B9SqK,"698hF4vcwHwPy8ltmXermq,7C64wNX3howEFZjAYRKsfP,7Ip2u3e5Nv6fFb5xyIHxEE",Like A G6,Free Wired,"Far East Movement,The Cataracs,DEV",01-01-2010,216893,72,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"asian american hip hop,dance pop,edm,pop rap,electropop,post-teen pop",0.435,0.837,3,-8.126,1,0.449,0.00676,0,0.117,0.778,124.913,4
6WDG2ybdV3SBXV0lwBGu4D,4npEfmQ6YuiwW1GpUmaq3F,Maybe You�re The Problem,Diamonds & Dancefloors,Ava Max,27-01-2023,190290,67,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,pop",0.532,0.835,9,-3.646,1,0.129,0.0404,0,0.0648,0.447,166.003,4
0siYMEsGrzzzlWLXK5zJfS,"6DgP9otnZw5z6daOntINxp,5KKpBU5eC2tJDzf0wmlRp2,1Cs0zKBU1kc0i8ypK3B9ai",BED,BED,"Joel Corry,RAYE,David Guetta",26-02-2021,178087,72,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,edm,pop,pop dance,tropical house,uk dance,uk contemporary r&b,big room",0.671,0.782,6,-4.593,1,0.0341,0.0142,0.00221,0.333,0.618,123.989,4
1gihuPhrLraKYrJMAEONyc,7CajNmpbOovFoOoasH2HaY,Feel So Close - Radio Edit,18 Months,Calvin Harris,29-10-2012,206413,78,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,edm,electro house,house,pop,progressive house,uk dance",0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,4
5902W4uHWzhtOff1UK7the,"4AVFqumd2ogHFlRbKIjp1t,6jJ0s89eD6GaHleKKya26X",When I�m Gone (with Katy Perry),When I�m Gone (with Katy Perry),"Alesso,Katy Perry",29-12-2021,161266,76,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,edm,electro house,pop,pop dance,progressive electro house,tropical house",0.685,0.886,0,-4.179,1,0.034,0.028,0,0.481,0.615,125.034,4
7J1TYqJ7CcEV5I9GlOZvbU,6H2LGB5CAdk0wlV0ehb0B2,Sahara,Sahara,Mou5ZyZZ,31-05-2022,136392,24,spotify:user:6n2tcrdaprmet7ferrms32vlv,23-02-2023 21:59,,0.429,0.797,1,-7.428,1,0.0882,0.0212,0.0114,0.388,0.245,102.257,3
6OufwUcCqo81guU2jAlDVP,2TcGJdSOiOvITBzhvfX8XB,Love Tonight (Edit),Love Tonight,Shouse,14-12-2017,241970,73,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"aussietronica,edm,pop dance,tropical house",0.727,0.681,5,-7.114,0,0.0265,0.00214,0.000307,0.0861,0.448,123.028,4
4650WGL6InVqP7YN5POqIz,"3sgFRtyBnxXD5ESfmbK4dl,2jLE4BoXHriQ96JagEtiDP,53sIBaVjXQhfH89Vu6nEGh",Party Rock Anthem,Sorry For Party Rocking,"LMFAO,Lauren Bennett,GoonRock",01-12-2010,262146,58,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,pop,pop rap",0.751,0.736,5,-4.168,0,0.156,0.0206,0,0.265,0.352,130.014,4
2wenGTypSYHXl1sN1pNC7X,"6dn6x1XOng3LOAnfTjUn77,4npEfmQ6YuiwW1GpUmaq3F,20gsENnposVs2I4rQ5kvrf",Slow Dance (feat. Ava Max) - Sam Feldt Remix,Slow Dance (feat. Ava Max) [Sam Feldt Remix],"AJ Mitchell,Ava Max,Sam Feldt",25-10-2019,193548,64,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"alt z,dance pop,electropop,pop,post-teen pop,social media pop,edm,electro house,pop dance,pop edm,tropical house",0.732,0.85,1,-5.999,1,0.0444,0.114,0.00000202,0.0388,0.372,124.024,4
5nujrmhLynf4yMoMtj8AQF,"6M2wZ9GZgrQXHCFfjv46we,4r63FhuTkUYltbVAg5TQnk",Levitating (feat. DaBaby),Future Nostalgia,"Dua Lipa,DaBaby",27-03-2020,203064,81,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,pop,uk pop,north carolina hip hop,rap,trap",0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,4
1R7WcoUBGKJY15HGQxb62G,"2uFC1dAj5b0YU7vulKNZ0p,06vEAqcicwoSBw85e8biJx",Headphones,Headphones,"Banx & Ranx,R�ve",25-03-2022,148015,61,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,basshall,0.887,0.531,7,-5.389,1,0.121,0.0159,0,0.634,0.772,117.056,4
66W1rVTnEv86dIkFhoiElg,"4ofCBoyEiGSePFAG500xev,5KKpBU5eC2tJDzf0wmlRp2",Secrets,Secrets,"Regard,RAYE",24-04-2020,176766,67,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"covertronica,dance pop,edm,electro house,pop,pop dance,pop edm,slap house,tropical house,uk contemporary r&b",0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,4
2JzErxvclrRRG9bj9dEXR3,"6M2wZ9GZgrQXHCFfjv46we,2WBJQGf1bT1kxuoqziH5g4",Don't Start Now - Purple Disco Machine Remix,Don't Start Now (Remixes),"Dua Lipa,Purple Disco Machine",10-01-2020,216774,52,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,pop,uk pop,deep house,edm,house,tropical house",0.766,0.752,11,-6.185,0,0.0506,0.0457,0.00000287,0.351,0.807,123.979,4
5cBvwieT5RLB9Ro2OOjBoI,"0nVvtYn9kK3NEegwMtyock,6bNnQIzGszCJgHI90SRt64",Whistle,Whistle,"Hoodie Forester,Young Jae",09-12-2020,125052,43,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,,0.615,0.748,0,-5.423,1,0.0374,0.062,0,0.567,0.485,95.027,4
00ETaeHUQ6lops3oWU1Wrt,"23fqKkggKUBHNkbKtXEls4,2eogQKWWoohI3BSnoG7E2U",Hot Stuff,Hot Stuff,"Kygo,Donna Summer",18-09-2020,199007,63,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"edm,pop,pop dance,tropical house,dance pop,disco,hi-nrg,new wave pop",0.681,0.773,5,-5.749,1,0.148,0.019,0.00000128,0.11,0.429,119.961,4
544pHYLzDP5dbSw8gB0lKf,0hqV0X38kxDrilsBCZ2SDs,Teenage Madness,Teenage Madness,DAMN DUDES,24-02-2023,144000,19,spotify:user:6n2tcrdaprmet7ferrms32vlv,24-02-2023 20:33,,0.662,0.728,2,-7.118,1,0.0591,0.0404,0.0524,0.92,0.134,124.918,4
7qrO2oI0A9DW6wQPjSADxx,"5cj0lLjcoR7YOSnhnX0Po5,4Q6nIcaBED8qUel8bBx6Cr",Say So (Jax Jones Midnight Snack Remix),Say So (Jax Jones Midnight Snack Remix),"Doja Cat,Jax Jones",17-01-2020,210491,53,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,pop,edm,electro house,house,pop dance,pop rap,tropical house,uk dance",0.798,0.51,11,-10.074,0,0.064,0.448,0.00312,0.094,0.401,121.923,4
6cx06DFPPHchuUAcTxznu9,"6DgP9otnZw5z6daOntINxp,7uMh23xWiuR7zsNkuNcm2G",Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),"Joel Corry,MNEK",03-07-2020,166028,76,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,edm,pop,pop dance,tropical house,uk dance,uk contemporary r&b",0.734,0.874,8,-3.158,1,0.0662,0.168,0.0000114,0.0489,0.905,122.953,4
5xYC48nOppVemY6U5GRGTb,"1Cs0zKBU1kc0i8ypK3B9ai,0fA0VVWsXO9YnASrzqfmYu",Memories (feat. Kid Cudi),One More Love,"David Guetta,Kid Cudi",22-11-2010,210853,75,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"big room,dance pop,edm,pop,pop dance,hip hop,ohio hip hop,rap",0.546,0.916,8,-3.932,1,0.255,0.00144,0.00000434,0.251,0.375,129.983,4
24LS4lQShWyixJ0ZrJXfJ5,"7CajNmpbOovFoOoasH2HaY,0IROOdQ2fQUcoaEPqt1Isg",Sweet Nothing (feat. Florence Welch),18 Months,"Calvin Harris,Florence Welch",29-10-2012,212560,71,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"dance pop,edm,electro house,house,pop,progressive house,uk dance,uk pop",0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,4
6oJ6le65B3SEqPwMRNXWjY,"23fqKkggKUBHNkbKtXEls4,6XpaIBNiVzIetEPCWDvAFP",Higher Love,Higher Love,"Kygo,Whitney Houston",28-06-2019,228267,73,spotify:user:6n2tcrdaprmet7ferrms32vlv,14-02-2023 20:48,"edm,pop,pop dance,tropical house,dance pop,urban contemporary",0.693,0.678,8,-7.159,1,0.0324,0.0151,0.00000571,0.101,0.404,103.952,4
