Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1SYI8SLpK7WCdissKcjgUL,2hM7Rb0V5wKjvDEgYt1zed,If I Lose Myself,Lounge Covers of Popular Songs - Acoustic Covers Versions - Best Covers Songs - Chillout Covers Music - Chill Out Lounge Covers,Amanda Yang,05-04-2022,252380,30,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,viral pop,0.505,0.331,2,-6.318,1,0.029,0.849,0,0.148,0.229,117.599,4
3A7uEf6TUAZfPeVbZilItk,"06t1RxKOvEjISHqQBquslE,4TSqSBlGY1wV5qhnX6vVwB",Everybody Wants To Rule The World - Chillout Mix,Flashback Memories,"SMR LVE,Eric Lumiere",10-02-2023,205493,31,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2023-02-10T04:41:37Z,acoustic cover,0.572,0.515,2,-8.302,1,0.0311,0.574,0,0.0843,0.214,123.79,4
65Bl9uRxxecYWAbm5jGmIk,6Xvy1uxkv35sodFf8FfpNw,Fresh Eyes - Acoustic,Acustic Covers of Popular Songs,Caj Morgan,11-10-2021,140377,34,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.774,0.302,7,-6.431,1,0.0317,0.595,0,0.143,0.545,105.982,4
42oM5sRPDrLyN5IOYFgHrA,"3CxZRmQG1Sn7B2wgvSMTLD,5WqAC2eKe7UnQifadzN9r7,6YjLcNee0zYri4IbAnsC2D",drivers license,Chillout Music - Chill Vibes - Chill Hits - Chill Tracks - Chilled - Chill Pop - Acoustic Chill,"VENDEE,Covers Culture,Acoustic Covers Culture",31-01-2022,140004,30,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.622,0.272,10,-9.304,1,0.0453,0.914,0.00017,0.101,0.314,144.022,4
5zBNSXkkVcqDVocPDsklF0,"06t1RxKOvEjISHqQBquslE,4TSqSBlGY1wV5qhnX6vVwB",Don't Dream It's Over - Chillout Mix,Flashback Memories,"SMR LVE,Eric Lumiere",10-02-2023,181486,31,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2023-02-10T04:41:37Z,acoustic cover,0.507,0.535,0,-6.275,0,0.0337,0.36,0,0.15,0.146,81.852,4
2UVphduP458D8ze4bQGVeY,"728y8xDi9WMeYqKeuYgDF0,51ko40AiZIUn6oTSUS9NQb",Holy - Acoustic,Acustic Covers of Popular Songs,"Vendredi,Son&Dad",11-10-2021,146071,37,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.776,0.225,6,-9.225,1,0.0339,0.691,0,0.0992,0.575,83.963,4
5XKinrGMeEwI2Mya3TnFtl,"728y8xDi9WMeYqKeuYgDF0,1OUhLEXnuLUf9gIEB8ofWs",When I Was Your Man,Chillout Music - Chill Vibes - Chill Hits - Chill Tracks - Chilled - Chill Pop - Acoustic Chill,"Vendredi,ELLE",31-01-2022,209530,30,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.503,0.354,0,-7.493,1,0.0329,0.938,0,0.0987,0.372,72.295,3
2iRvCiB6MRNz238Hw4PnCC,"5WqAC2eKe7UnQifadzN9r7,6YjLcNee0zYri4IbAnsC2D,6jqJtgQMxwzgdxaJX2Jw3B",Fix You - Acoustic Covers,Lounge Covers of Popular Songs - Acoustic Covers Versions - Best Covers Songs - Chillout Covers Music - Chill Out Lounge Covers,"Covers Culture,Acoustic Covers Culture,Lounge Covers Culture Of Popular Songs",05-04-2022,138759,30,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.654,0.286,9,-12.85,1,0.0463,0.98,0.0000266,0.145,0.115,127.909,4
34thDMFBps96hrGyNJf0lE,2TdyIW2Ol7vpofth27iAZi,Idontwannabeyouanymore,Chill Music - Chill Songs - Chill Vibes - Acoustic Chill - Chillout Lounge,Denis Kalytovskyi,08-12-2021,200946,30,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,ukrainian pop,0.365,0.299,1,-7.92,1,0.0356,0.898,0,0.11,0.573,175.151,3
3KAVlqq8Wyt23UuxWph1bx,"06t1RxKOvEjISHqQBquslE,7AF04fxdnfv9qKODrd0poh",Time After Time - Chillout Mix,Flashback Memories,"SMR LVE,That Girl",10-02-2023,189027,30,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2023-02-10T04:41:37Z,,0.578,0.431,0,-7.979,1,0.0271,0.592,0,0.242,0.297,115.009,4
5JZNC8kV9fQdvwjBaLs1TG,"51ko40AiZIUn6oTSUS9NQb,50jUmfp9AvmpNriHAUccu3",Memories,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,"Son&Dad,Mike Kelly",12-11-2021,171136,32,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.738,0.309,10,-6.682,1,0.0599,0.714,0,0.181,0.71,87.834,4
6DJ1RxfUpEYK1ZbTCWlLir,"5WqAC2eKe7UnQifadzN9r7,6jqJtgQMxwzgdxaJX2Jw3B,6YjLcNee0zYri4IbAnsC2D",Stay,Chillout Acoustic Covers of Popular Songs - Acoustic Versions - Best Covers Songs - Chill Covers Music - Chill Out Lounge Covers,"Covers Culture,Lounge Covers Culture Of Popular Songs,Acoustic Covers Culture",04-03-2022,151875,30,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.444,0.18,10,-15.654,0,0.0418,0.892,0,0.188,0.445,109.252,1
7DVzuDyTX0XLg24LAPCdPI,"6YZ0HqYCSfHOR7yCMr1aUk,5WqAC2eKe7UnQifadzN9r7,6YjLcNee0zYri4IbAnsC2D",Big Jet Plane,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,"Roostz,Covers Culture,Acoustic Covers Culture",12-11-2021,151102,33,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.773,0.106,8,-14.302,1,0.0755,0.972,0,0.0807,0.535,109.871,4
4K3zmHzWSFpPgnA09vUx83,"06t1RxKOvEjISHqQBquslE,4TSqSBlGY1wV5qhnX6vVwB",With Or Without You - Chillout Mix,Flashback Memories,"SMR LVE,Eric Lumiere",10-02-2023,183084,30,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2023-02-10T04:41:37Z,acoustic cover,0.582,0.513,2,-9.033,1,0.0286,0.433,0.00000627,0.156,0.16,122.003,4
3RIu1OJrBK6unsuizWwVNY,"51ko40AiZIUn6oTSUS9NQb,1TGsAa2Jc0sAhpfK3wunw9",Ocean Eyes - Acoustic Covers Versions of Popular Songs,Chillout Music - Chill Vibes - Chill Hits - Chill Tracks - Chilled - Chill Pop - Acoustic Chill,"Son&Dad,SANNA NORTH",31-01-2022,137837,30,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.471,0.268,4,-7.56,0,0.0375,0.743,0,0.18,0.394,98.635,5
5H8QVCdZvQ2yCbo1HpwLZP,31AyAonR1hLJW6fJclSukV,Mood,Study Music - Música Para Estudiar - Study Session - Study Acoustic Music - Study Relaxing Music,NORMANDY,24-12-2021,167293,31,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.635,0.114,9,-20.066,1,0.0418,0.922,0.0000865,0.109,0.402,121.043,4
7lGJ4y7lFwiPa3C0SCgArh,"5WqAC2eKe7UnQifadzN9r7,6YjLcNee0zYri4IbAnsC2D,6jqJtgQMxwzgdxaJX2Jw3B",good 4 u - Acoustic Covers Versions of Popular Songs,Acustic Covers of Popular Songs,"Covers Culture,Acoustic Covers Culture,Lounge Covers Culture Of Popular Songs",11-10-2021,124341,39,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.699,0.403,8,-6.578,1,0.0706,0.777,0,0.132,0.683,82.873,4
19RRQnNu8n3mZzKMf896FQ,4jVjfrQxk5Ume1XLK0UdxM,Canada,Covers (Vol. 1),Bobbylene,19-11-2021,126951,32,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.608,0.15,11,-12.729,1,0.0321,0.863,0,0.124,0.434,81.988,4
2YAFgZOBDsfTchH7sML008,"06t1RxKOvEjISHqQBquslE,7AF04fxdnfv9qKODrd0poh",Human - Chillout Mix,Flashback Memories,"SMR LVE,That Girl",10-02-2023,213948,30,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2023-02-10T04:41:37Z,,0.535,0.348,8,-10.118,1,0.0281,0.725,0,0.082,0.127,109.975,4
6C07iNB7uopJguD22X9Gby,51ko40AiZIUn6oTSUS9NQb,Story of My Life,Covers - Chill Covers Of Popular Songs,Son&Dad,11-10-2021,205200,31,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.5,0.324,3,-7.646,1,0.0365,0.795,0,0.164,0.179,135.907,5
6jebPEl6SFstGvsF5PA54w,"5WqAC2eKe7UnQifadzN9r7,6jqJtgQMxwzgdxaJX2Jw3B,6YjLcNee0zYri4IbAnsC2D",Bad Habits,Chillout Acoustic Covers of Popular Songs - Acoustic Versions - Best Covers Songs - Chill Covers Music - Chill Out Lounge Covers,"Covers Culture,Lounge Covers Culture Of Popular Songs,Acoustic Covers Culture",04-03-2022,149947,29,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.828,0.142,7,-14.256,1,0.0454,0.788,0,0.156,0.3,130.034,4
2M2HKrdaWEUeHoTFk3Fo4t,"06t1RxKOvEjISHqQBquslE,7AF04fxdnfv9qKODrd0poh",True Colors - Chillout Mix,Flashback Memories,"SMR LVE,That Girl",10-02-2023,174480,29,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2023-02-10T04:41:37Z,,0.568,0.5,0,-7.219,1,0.0243,0.742,0,0.313,0.349,95.01,4
0DrnMksDeeQKIUlUINsaJe,"31AyAonR1hLJW6fJclSukV,7t16j0VcCmlGamciil7QwK",Control,Study Music - Música Para Estudiar - Study Session - Study Acoustic Music - Study Relaxing Music,"NORMANDY,Lynn Miller",24-12-2021,175336,30,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.709,0.156,3,-17.424,1,0.0357,0.924,0.0000777,0.0895,0.188,109.799,4
4pNh60zUKEy43eIteNg4dF,4jVjfrQxk5Ume1XLK0UdxM,Maybe It's Time,Covers (Vol. 1),Bobbylene,19-11-2021,142105,33,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.505,0.0974,7,-14.228,1,0.0331,0.886,0,0.118,0.345,151.449,4
6z0ZKgBoMgA1aR4DUsz3RP,"728y8xDi9WMeYqKeuYgDF0,18dXu6R7j97dV6fOTzXwMK",Summertime Sadness,Chill Music - Chill Songs - Chill Vibes - Acoustic Chill - Chillout Lounge,"Vendredi,Lisa",08-12-2021,239000,30,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.503,0.251,1,-8.605,0,0.0344,0.941,0,0.141,0.252,113.531,4
7uhzACBBNfwZ9pbEmDRYAi,"06t1RxKOvEjISHqQBquslE,4TSqSBlGY1wV5qhnX6vVwB",All I Need Is A Miracle - Chillout Mix,Flashback Memories,"SMR LVE,Eric Lumiere",10-02-2023,232072,29,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2023-02-10T04:41:37Z,acoustic cover,0.61,0.457,0,-7.134,1,0.0285,0.209,0,0.125,0.145,119.994,4
4GjlvDA10mAcRwVMtZhN2C,51ko40AiZIUn6oTSUS9NQb,"You're Gonna Go Far, Kid",Covers - Chill Covers Of Popular Songs,Son&Dad,11-10-2021,159230,31,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.689,0.524,2,-7.782,1,0.0275,0.562,0,0.064,0.629,103.999,4
0p5umCgVnMRzDEDEpSHNvl,4jVjfrQxk5Ume1XLK0UdxM,Even My Dad Does Sometimes,Covers (Vol. 1),Bobbylene,19-11-2021,165187,31,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.651,0.128,0,-12.543,1,0.0398,0.905,0.00000128,0.106,0.393,119.301,3
4Ndh0AnmhRuerig1G0HzSh,"5WqAC2eKe7UnQifadzN9r7,6YjLcNee0zYri4IbAnsC2D,6jqJtgQMxwzgdxaJX2Jw3B",favorite crime - Acoustic Covers Versions of Popular Songs,Covers - Chill Covers Of Popular Songs,"Covers Culture,Acoustic Covers Culture,Lounge Covers Culture Of Popular Songs",11-10-2021,139401,31,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.566,0.366,9,-6.12,1,0.0264,0.819,0,0.141,0.486,86.819,4
7jYtGIjfZN1mfViS3Va2g2,"06t1RxKOvEjISHqQBquslE,4TSqSBlGY1wV5qhnX6vVwB",In The Air Tonight - Chillout Mix,Flashback Memories,"SMR LVE,Eric Lumiere",10-02-2023,188893,29,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2023-02-10T04:41:37Z,acoustic cover,0.38,0.486,2,-9.302,0,0.0312,0.776,0.0000102,0.0988,0.133,121.042,4
4Ic7uevXMvOehO3fpSvllR,5ZJI40RFLH8wwxWMSKQhL1,Something Just Like This,Acustic Covers of Popular Songs,Keith McInally,11-10-2021,181776,33,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.798,0.183,4,-11.253,0,0.0384,0.759,0.00000105,0.328,0.474,106.002,4
7m04WWykxulhqnPuxcolp5,4jVjfrQxk5Ume1XLK0UdxM,Ivy,Covers (Vol. 1),Bobbylene,19-11-2021,130312,32,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.579,0.162,9,-11.063,1,0.0577,0.908,0,0.195,0.615,159.858,4
7F2Np0tXk8EhIQ8CG7SWjC,51ko40AiZIUn6oTSUS9NQb,Fuck You,Acustic Covers of Popular Songs,Son&Dad,11-10-2021,180000,31,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.818,0.383,5,-6.034,1,0.0302,0.671,0,0.374,0.688,99.978,3
4Ee8OuJ1G9xPZN4uqaQUOW,"5WqAC2eKe7UnQifadzN9r7,6YjLcNee0zYri4IbAnsC2D,6jqJtgQMxwzgdxaJX2Jw3B",Lost Cause - Acoustic Covers Versions of Popular Songs,Chillout Music - Chill Vibes - Chill Hits - Chill Tracks - Chilled - Chill Pop - Acoustic Chill,"Covers Culture,Acoustic Covers Culture,Lounge Covers Culture Of Popular Songs",31-01-2022,148812,29,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.664,0.274,10,-11.005,0,0.0425,0.899,0,0.354,0.392,75.01,4
7wcBOaMk0v0SjefsahJSHS,"06t1RxKOvEjISHqQBquslE,7AF04fxdnfv9qKODrd0poh",Bette Davis Eyes - Chillout Mix,Flashback Memories,"SMR LVE,That Girl",10-02-2023,195844,29,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2023-02-10T04:41:37Z,,0.631,0.387,5,-9.187,1,0.0282,0.522,0,0.368,0.353,124.956,4
6uFuPrIkazOyUTibC0oskr,"51ko40AiZIUn6oTSUS9NQb,1bOdLrsbjrSDXbbeTB30X5",I Want It That Way - Acoustic Covers of Popular Songs,Acoustic Covers 2023 of Popular Songs & Hits - Acoustic Versions - Best Covers Songs Ever - Chill Covers Music - Chill Out Lounge Covers,"Son&Dad,Filip Nordin",09-12-2022,136470,37,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-29T09:21:22Z,acoustic cover,0.389,0.252,8,-6.563,0,0.0396,0.743,0,0.319,0.369,203.8,4
09BoWuBOXkI8nrao0U5hQj,4jVjfrQxk5Ume1XLK0UdxM,Be Still,Covers (Vol. 1),Bobbylene,19-11-2021,162000,30,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.289,0.067,7,-14.384,1,0.0326,0.878,0,0.0897,0.304,60.364,4
5OvDERenNKyQPLn7Yl4u6J,"5WqAC2eKe7UnQifadzN9r7,6YjLcNee0zYri4IbAnsC2D,6jqJtgQMxwzgdxaJX2Jw3B",Someone You Loved - Acoustic Covers Versions of Popular Songs,Study Music - Música Para Estudiar - Study Session - Study Acoustic Music - Study Relaxing Music,"Covers Culture,Acoustic Covers Culture,Lounge Covers Culture Of Popular Songs",24-12-2021,184450,29,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.708,0.195,3,-11.803,1,0.041,0.921,0,0.0901,0.376,107.92,4
1DsOOP3cB5juX9ukFo7fqU,"06t1RxKOvEjISHqQBquslE,4TSqSBlGY1wV5qhnX6vVwB",Broken Wings - Chillout Mix,Flashback Memories,"SMR LVE,Eric Lumiere",10-02-2023,205737,28,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2023-02-10T04:41:37Z,acoustic cover,0.362,0.479,1,-6.512,0,0.0297,0.191,0,0.0743,0.115,119.814,4
71FuuO6DQYr4CMrDxQr4BA,"728y8xDi9WMeYqKeuYgDF0,18dXu6R7j97dV6fOTzXwMK",Easy on me - Acoustic Covers of Popular Songs,Chill Out Music - Chill Music - Chill Songs and Relaxing Music - Chillout Lounge Music - Cafe Music - Chill Vibes - Calm Music - Relax & Chill - Morning Chillout,"Vendredi,Lisa",30-06-2022,231044,29,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.385,0.194,4,-7.977,1,0.0291,0.933,0,0.107,0.321,90.411,5
3KEcwPZ5Qh0o6ubScYLcO0,1bOdLrsbjrSDXbbeTB30X5,More Than You Know - Acoustic Covers of Popular Songs,Soft Pop Hits - Soft Covers Songs - Soft English Chill Songs - Best English Songs - Soft Acoustic Songs - Soft Sleep Songs - Soft Music - Best Piano Pop Music - Best Guitar Covers Songs,Filip Nordin,30-09-2022,155510,29,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.776,0.318,8,-7.496,1,0.0309,0.791,0,0.159,0.503,98.018,4
44pncH4SKNNBj6Nxnz275U,5WqAC2eKe7UnQifadzN9r7,Easy On Me - Acoustic Covers Versions,Studying - Study Music - Musica Para Estudiar - Estudio y concentración - Estudio relajante Música tranquila para estudiar - enfoque concentración música para leer y la mejor música de estudio,Covers Culture,05-10-2022,147042,30,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.31,0.181,7,-13.296,0,0.0324,0.765,0,0.0651,0.216,93.558,5
0BlQpdhvhKckUji4etBdWg,06t1RxKOvEjISHqQBquslE,Drive - Chillout Mix,Flashback Memories,SMR LVE,10-02-2023,202864,28,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2023-02-10T04:41:37Z,,0.252,0.461,6,-8.702,1,0.0353,0.569,0.0337,0.108,0.0566,81.349,4
0yvZyK2HRWHGdq0ISN1ysJ,5WqAC2eKe7UnQifadzN9r7,Heat Waves - Acoustic Covers Versions,Soft Pop Hits - Soft Covers Songs - Soft English Chill Songs - Best English Songs - Soft Acoustic Songs - Soft Sleep Songs - Soft Music - Best Piano Pop Music - Best Guitar Covers Songs,Covers Culture,30-09-2022,133561,37,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.494,0.371,9,-7.932,1,0.0362,0.639,0,0.233,0.477,72.871,4
64QfCLsIQODrYEUFoXdX1O,2TdyIW2Ol7vpofth27iAZi,Another Love,Soft Pop Hits - Soft Covers Songs - Soft English Chill Songs - Best English Songs - Soft Acoustic Songs - Soft Sleep Songs - Soft Music - Best Piano Pop Music - Best Guitar Covers Songs,Denis Kalytovskyi,30-09-2022,277826,29,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,ukrainian pop,0.65,0.339,7,-6.895,1,0.028,0.918,0.00000121,0.124,0.523,108.677,4
1R0NnsSAkHLoiwU1kUnGe3,5WqAC2eKe7UnQifadzN9r7,Easy On Me - Acoustic Covers Versions,Soft Pop Hits - Soft Covers Songs - Soft English Chill Songs - Best English Songs - Soft Acoustic Songs - Soft Sleep Songs - Soft Music - Best Piano Pop Music - Best Guitar Covers Songs,Covers Culture,30-09-2022,147042,32,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.31,0.181,7,-13.296,0,0.0324,0.765,0,0.0651,0.216,93.558,5
6drrDz0OT9WyeFKWhMOUdI,"51ko40AiZIUn6oTSUS9NQb,1bOdLrsbjrSDXbbeTB30X5",I Want It That Way - Acoustic Covers of Popular Songs,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,"Son&Dad,Filip Nordin",12-11-2021,136470,34,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.392,0.253,8,-6.563,0,0.0354,0.746,0,0.321,0.368,203.571,4
5BW0yLdUy89Bk7Pn5WH9vK,"06t1RxKOvEjISHqQBquslE,4TSqSBlGY1wV5qhnX6vVwB",Missing You - Chillout Mix,Flashback Memories,"SMR LVE,Eric Lumiere",10-02-2023,196577,28,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2023-02-10T04:41:37Z,acoustic cover,0.654,0.535,6,-5.752,1,0.0264,0.454,0,0.17,0.319,104.991,4
4ogbYgUaeWNEi25ToWqfCe,"3CxZRmQG1Sn7B2wgvSMTLD,5WqAC2eKe7UnQifadzN9r7,6YjLcNee0zYri4IbAnsC2D",When the party's over - Acoustic Covers Versions of Popular Songs,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,"VENDEE,Covers Culture,Acoustic Covers Culture",12-11-2021,129198,33,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.514,0.121,4,-13.186,1,0.0461,0.937,0.00000217,0.353,0.272,123.775,3
4VouUm3m4BZY9PFzB6moTS,6Xvy1uxkv35sodFf8FfpNw,The Nights - Acoustic,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,Caj Morgan,12-11-2021,118878,33,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.768,0.331,6,-6.687,1,0.0292,0.576,0,0.216,0.663,107.044,4
553pPUojpn0Dcwt74ft7GF,06t1RxKOvEjISHqQBquslE,Midnight - Chillout Mix,Flashback Memories,SMR LVE,10-02-2023,255493,27,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2023-02-10T04:41:37Z,,0.519,0.467,0,-7.584,1,0.03,0.673,0,0.0853,0.271,123.97,4
0X3lgtNZVAXLg4N1IAbxGR,728y8xDi9WMeYqKeuYgDF0,I See Fire - Acoustic Covers Versions of Popular Songs,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,Vendredi,12-11-2021,151578,32,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.375,0.235,9,-10.069,0,0.0441,0.898,0,0.105,0.535,78.417,4
5GRWQYc6umrFqfmjnsks3F,"3CxZRmQG1Sn7B2wgvSMTLD,5WqAC2eKe7UnQifadzN9r7,6YjLcNee0zYri4IbAnsC2D",drivers license,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,"VENDEE,Covers Culture,Acoustic Covers Culture",12-11-2021,140004,32,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.622,0.272,10,-9.304,1,0.0453,0.914,0.00017,0.101,0.314,144.022,4
0Hz7uEchIOfYlQZ3T1tKWG,06t1RxKOvEjISHqQBquslE,Ordinary World - Chillout Mix,Flashback Memories,SMR LVE,10-02-2023,341633,27,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2023-02-10T04:41:37Z,,0.318,0.339,11,-8.318,0,0.0313,0.833,0.0000395,0.0986,0.108,122.836,4
7svhp3YYUemTN9pqQ1EQSZ,1bOdLrsbjrSDXbbeTB30X5,Lose Somebody,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,Filip Nordin,12-11-2021,134571,32,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.821,0.278,1,-6.94,1,0.0588,0.322,0,0.305,0.501,139.981,4
215mGPbAp7Kv0ajIc4hILP,"5WqAC2eKe7UnQifadzN9r7,6YjLcNee0zYri4IbAnsC2D,6jqJtgQMxwzgdxaJX2Jw3B",White Flag - Acoustic Covers Versions of Popular Songs,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,"Covers Culture,Acoustic Covers Culture,Lounge Covers Culture Of Popular Songs",12-11-2021,130679,32,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.727,0.275,2,-12.431,1,0.346,0.634,0,0.107,0.452,89.614,4
0oadkPPyORTdNX3KlhCWqk,"06t1RxKOvEjISHqQBquslE,4TSqSBlGY1wV5qhnX6vVwB",Where The Streets Have No Name - Chillout Mix,Flashback Memories,"SMR LVE,Eric Lumiere",10-02-2023,193129,27,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2023-02-10T04:41:37Z,acoustic cover,0.352,0.442,2,-4.925,1,0.0317,0.509,0,0.325,0.32,127.661,4
4rjPlNYnrzY5eRqwbxJrcF,"0YW0NeTpJooHEyh69AGoUk,68sPBPITNbG4ijPwgeKZhi",you broke me first,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,"SYLVAN,Polar Gang",12-11-2021,120000,32,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.784,0.337,4,-7.577,1,0.0558,0.794,0,0.218,0.62,115.92,4
26NHG567Ya1BYOtmcIoeLx,"728y8xDi9WMeYqKeuYgDF0,0mJ6L6PN7PcoqUBSw0zAmy",Firestone - Lounge Acoustic Covers Versions of Popular Songs,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,"Vendredi,Chrissy Dave",12-11-2021,104210,32,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.666,0.321,11,-8.977,0,0.0464,0.75,0,0.25,0.471,114.109,4
3MERQnCPr3nitpyUGVoQwd,"5WqAC2eKe7UnQifadzN9r7,6YjLcNee0zYri4IbAnsC2D,6jqJtgQMxwzgdxaJX2Jw3B",good 4 u - Acoustic Covers Versions of Popular Songs,Chill Out Covers - Chillout Covers - Chill Acoustic - Relaxing Songs - Calming Acoustic Songs,"Covers Culture,Acoustic Covers Culture,Lounge Covers Culture Of Popular Songs",12-11-2021,124341,31,spotify:user:oawq5t2haqvy6om0aykx1u5oh,2022-12-02T11:25:50Z,acoustic cover,0.699,0.403,8,-6.578,1,0.0706,0.777,0,0.132,0.683,82.873,4
